Compound Id	WienerNumbers [WPATH]
11146	3276.0
5113	1096.0
17499	585.0
24722	1797.0
94701	587.0
11902	3654.0
6013	1365.0
31006	1551.0
34697	1205.0
18949	1928.0
10162	2119.0
48085	2246.0
49179	2440.0
10542	5456.0
104816	3126.0
75995	3420.0
15520	3961.0
1043	1698.0
65272	2439.0
11906	7770.0
4067	2996.0
75662	4100.0
29400	4392.0
4444362	6416.0
6045	14382.0
