Compound Id	E
56779	2.06
56768	2.06
56777	2.06
84345	2.06
34668	2.06
21429023	2.06
9873	2.061
5139	2.07
2003	2.07
2908	2.08
3463	2.082
10292746	2.09
21782117	2.09
6066	2.1
33316	2.1
16736486	2.1
5551	2.108
8111	2.12
36973	2.12
37744	2.12
46894	2.12
45444	2.12
56769	2.12
56780	2.12
34847	2.12
39406	2.12
35081	2.12
56781	2.12
56771	2.12
4575338	2.12
970	2.122
56774	2.14
82765	2.14
34854	2.14
46136	2.14
82736	2.14
56759	2.14
36984	2.14
5026	2.152
2457	2.163
96965	2.17
33198	2.17
3513	2.19
34853	2.2
37745	2.2
36978	2.2
34190	2.2
34191	2.2
36771	2.2
36710	2.2
56757	2.2
549017	2.2
84347	2.2
56764	2.2
56758	2.2
47914	2.2
56762	2.2
33984	2.2
33983	2.2
11283	2.2
2625	2.2
26325089	2.2
13328	2.215
16736498	2.23
23977588	2.23
3584	2.236
5198	2.24
6593	2.253
82783	2.27
34852	2.27
37000	2.27
37019	2.27
56765	2.27
39198	2.27
82740	2.27
56761	2.27
56756	2.27
56766	2.27
83413	2.27
34851	2.27
36976	2.27
56767	2.27
56763	2.27
35108	2.27
10162	2.273
6842	2.281
15827	2.29
5552	2.299
34859	2.3
84346	2.3
56760	2.3
56755	2.3
33666	2.3
106796	2.3
9187483	2.31
3322	2.312
5768	2.32
54833	2.322
11439687	2.325
4444479	2.331
33986	2.34
36983	2.34
36986	2.34
45447	2.34
35566	2.34
47916	2.34
46137	2.34
550258	2.34
33985	2.34
26286843	2.352
11917	2.353
3841535	2.355
65234	2.365
55075	2.394
34860	2.42
82738	2.42
36982	2.42
36979	2.42
47915	2.42
56783	2.42
36981	2.42
37004	2.42
36980	2.42
56782	2.46
36977	2.46
83414	2.46
84348	2.46
82823	2.46
4624	2.46
26325183	2.463
4444100	2.48
34192	2.48
82822	2.48
6013	2.48
70806	2.5
15520	2.524
8860	2.536
4444107	2.56
36990	2.57
35912	2.57
45448	2.57
36987	2.57
36988	2.57
33407	2.62
36985	2.62
35205	2.62
15637	2.62
82821	2.62
21106058	2.621
31006	2.7
35206	2.72
82751	2.78
36989	2.78
11369	2.858
15484	2.94
5113	2.94
5739	2.992
8816	3
8817	3.027
4444102	3.033
4471584	3.067
4444553	3.11
8800	3.127
29153	3.13
8804	3.19
8799	3.194
8788	3.256
4067	3.36
21105591	3.396
6045	3.46
75662	3.47
9219586	3.509
1043	3.606
2246	3.625
29400	3.63
21105594	3.678
5678	4
8763	4.073
21106077	4.109
4444362	5.691
