Compound Id	ALOGP [AMR]
60357	35.451
2179	38.095
25604	9.499
14585	13.946
19331	28.241
69970	42.829
15998	10.147
10363	21.487
72174	18.341
61561	9.943
63211	28.241
21106171	30.019
6823	19.601
532	16.898
6552	11.233
6033	16.644
2923	17.430
65785	25.273
454393	21.325
73131	23.0
5142	15.364
13846658	2.565
18708	15.4
10256	18.464
9075	15.4
65715	13.640
11580	13.513
6705	20.085
12114	32.673
15308	25.191
68579	17.057
15088	13.418
4444774	8.856
6928	14.691
6550	12.383
11595	21.511
616466	11.992
1103	20.386
19099	22.232
29090	60.311
21168888	9.865
7100	30.131
6655	12.050
12941	18.832
4445872	63.094
13837329	23.977
62501	10.103
7138	3.89
11437	11.004
6781	11.206
7914	59.377
66675	34.677
21169500	20.746
7889	60.287
205386	50.492
21733	21.541
12515	9.731
21170956	5.841
62372	12.887
11899	70.029
5374	33.199
67895	17.182
29002	14.883
21168556	25.402
8836	0.0
16109	27.194
61759	23.704
21106571	22.462
7103	24.256
60596	13.140
8862	9.413
10033	58.430
14414	12.287
11969	23.432
66759	28.858
66460	23.724
6770	5.962
6901	6.292
7119	20.28
61388	3.564
8662	25.011
21111849	5.865
63350	14.553
68350	22.002
70962	26.151
21106124	5.865
12291	8.859
59892	17.198
12696	4.184
19526	33.864
21159439	7.166
8434	5.841
7121	28.724
6757	26.057
70660	40.075
62756	12.074
16096	23.436
6834	8.599
4775	31.304
16644	27.111
7427	12.663
3581	10.577
970	0.0
6840	6.220
13493	5.129
3915	25.217
8860	0.0
11013	19.016
6592	4.601
11447	11.004
5004	41.007
5820	8.793
21106163	22.462
12274	15.782
5899	14.490
60188	16.757
78873	9.187
11475	19.016
6235	26.479
10801689	18.450
10582	15.590
11398	24.418
745600	19.354
9413	8.964
6586	7.219
64143	25.914
328957	8.964
13699	11.004
11974	34.396
17097	26.057
6856	7.219
13693	21.851
21106365	11.093
5606	18.450
12275	14.070
18	12.349
67788	7.442
5612	18.450
10986	17.990
12236	9.789
61560	44.466
61352	14.884
6845	5.129
8182	14.439
21171396	11.678
11472	25.792
24499	8.896
61101	12.633
21106146	9.392
6768	9.014
60012	22.309
7284	10.218
13856885	4.763
19816	15.605
6386	25.484
68220	12.662
28952	30.065
8058	8.856
6771	5.346
21159597	26.62
2991	5.346
12017	72.941
67790	11.078
72806	44.681
7120	20.394
13863774	9.392
74935	22.487
12307	26.606
62631	64.892
16896	46.601
10235	15.029
69150	6.294
6746	3.3
23472	30.574
5091	61.341
13090	9.165
24905	5.346
12100	71.408
7118	23.377
7355	10.577
7296	13.045
10664	6.455
123905	9.066
454604	9.837
61717	25.636
9886	13.031
955	6.455
7145	8.112
12864	7.794
8793	4.601
1118	16.686
65703	21.664
63555	35.041
453633	9.837
6601	11.769
2980	18.383
165975	21.750
453910	9.837
512092	15.288
2372	32.609
9779	23.726
16612	12.923
66916	5.962
61264	13.707
11614	9.730
71166	36.110
8470	26.952
2169	37.778
11982	17.836
200562	9.499
70280	8.112
10778469	8.838
