Compound Id	Electronic energy
PBN-61	-13358.11111
PBN-62	-13406.46113
PBN-63	-14962.76312
PBN-64	-14918.90596
PBN-65	-15091.85344
PBN-66	-14822.04623
PBN-67	-14817.27201
PBN-68	-14899.72515
PBN-69	-14915.95926
PBN-70	-14854.85668
PBN-71	-14973.10746
PBN-72	-15018.79446
PBN-73	-16533.37019
PBN-74	-16617.14222
PBN-75	-18372.78675
PCB-000	-8935.67633
PCB-038	-13233.64353
PCB-049	-15074.8428
PCB-050	-15341.25666
PCB-057	-14931.76573
PCB-058	-14947.89861
PCB-059	-15171.6195
PCB-062	-15226.97874
PCB-068	-14832.90033
PCB-073	-15150.87775
PCB-089	-17114.98948
PCB-094	-17107.28522
PCB-096	-17370.45626
PCB-100	-16911.15313
PCB-104	-17263.42536
PCB-109	-16832.17147
PCB-111	-16560.36112
PCB-140	-18753.74481
PCB-142	-18999.08335
PCB-147	-18795.07046
PCB-150	-19038.00896
PCB-152	-19182.84389
PCB-159	-18332.4523
PCB-160	-18685.56517
PCB-161	-18535.80958
PCB-162	-18319.07695
PCB-164	-18603.05126
PCB-165	-18582.97551
PCB-166	-18603.50721
PCB-173	-20813.521
PCB-184	-20848.62365
PCB-194	-22341.30797
PCB-209	-27045.71936
PCDD-03	-15205.1676
PCDD-04	-15148.26686
PCDD-05	-15299.0109
PCDD-06	-15284.12982
PCDD-07	-15114.27448
PCDD-08	-15123.39981
PCDD-09	-15325.11419
PCDD-13	-16864.36095
PCDD-15	-16908.44376
PCDD-16	-16729.02651
PCDD-17	-16740.2188
PCDD-18	-16958.75823
PCDD-19	-16860.93586
PCDD-20	-16674.32019
PCDD-21	-16681.37213
PCDD-22	-16892.82032
PCDD-23	-17050.24096
PCDD-24	-16841.65589
PCDD-25	-16748.32449
PCDD-26	-16558.92767
PCDD-28	-18634.72187
PCDD-29	-18438.54874
PCDD-30	-18447.68197
PCDD-31	-18675.9022
PCDD-32	-18766.35418
PCDD-33	-18548.17134
PCDD-34	-18550.25648
PCDD-35	-18775.72329
PCDD-36	-18580.83343
PCDD-37	-18535.50283
PCDD-38	-18741.52686
PCDD-39	-18413.27981
PCDD-40	-18574.63644
PCDD-41	-18642.5451
PCDD-43	-18684.98869
PCDD-44	-18356.64535
PCDD-45	-18510.89821
PCDD-46	-18881.1035
PCDD-47	-18533.49085
PCDD-49	-20641.61404
PCDD-50	-20406.57006
PCDD-51	-20357.33051
PCDD-52	-20310.06483
PCDD-53	-20525.67697
PCDD-54	-20171.03872
PCDD-55	-20342.13142
PCDD-56	-20407.86011
PCDD-57	-20505.73068
PCDD-58	-20451.37077
PCDD-59	-20664.26718
PCDD-60	-20290.23944
PCDD-61	-20458.65461
PCDD-62	-20517.18554
PCDD-63	-22431.14421
PCDD-64	-22374.79103
PCDD-65	-22597.16369
PCDD-67	-22182.08014
PCDD-68	-22340.1299
PCDD-69	-22349.5157
PCDD-70	-22223.47448
PCDD-71	-22495.53805
PCDD-72	-22497.63765
PCDD-74	-24478.62479
PCDE-004	-13882.35965
PCDE-006	-13588.95648
PCDE-011	-13382.28647
PCDE-016	-15471.11629
PCDE-018	-15484.67662
PCDE-019	-15831.81008
PCDE-020	-15146.0209
PCDE-026	-15146.11769
PCDE-027	-15487.27747
PCDE-034	-15171.92163
PCDE-036	-14967.05358
PCDE-040	-17166.36044
PCDE-043	-17165.66944
PCDE-044	-17045.29799
PCDE-045	-17519.0284
PCDE-046	-17286.21845
PCDE-050	-17441.97944
PCDE-051	-17203.69384
PCDE-052	-17064.74812
PCDE-053	-17304.6897
PCDE-054	-17681.89839
PCDE-057	-16799.66432
PCDE-058	-16736.3502
PCDE-059	-17146.26695
PCDE-069	-17072.56634
PCDE-072	-16731.19206
PCDE-073	-17091.08385
PCDE-076	-17023.15868
PCDE-078	-16664.52594
PCDE-080	-16530.95603
PCDE-083	-18929.91672
PCDE-084	-19315.3447
PCDE-086	-18979.78035
PCDE-088	-19278.86685
PCDE-092	-18799.37836
PCDE-093	-19346.57534
PCDE-094	-19056.60538
PCDE-095	-19178.56084
PCDE-096	-19435.5952
PCDE-098	-18918.14884
PCDE-103	-19096.08115
PCDE-104	-19352.27761
PCDE-106	-18590.02686
PCDE-107	-18458.05532
PCDE-111	-18438.08913
PCDE-112	-18950.21755
PCDE-113	-18804.21218
PCDE-121	-18724.7701
PCDE-122	-18487.88546
PCDE-124	-18489.96694
PCDE-125	-18875.26854
PCDE-127	-18277.5956
PCDE-129	-20802.57574
PCDE-131	-21134.66182
PCDE-133	-20655.34219
PCDE-134	-21210.27153
PCDE-135	-20895.64548
PCDE-136	-21309.60595
PCDE-141	-20663.26765
PCDE-142	-21255.81708
PCDE-143	-20932.41368
PCDE-144	-20987.09913
PCDE-145	-21255.58982
PCDE-148	-20748.83881
PCDE-150	-21154.55231
PCDE-151	-21067.89258
PCDE-152	-21339.30235
PCDE-155	-21070.05336
PCDE-158	-20613.42756
PCDE-159	-20278.50702
PCDE-160	-20834.44347
PCDE-161	-20587.16606
PCDE-162	-20244.70522
PCDE-164	-20637.44868
PCDE-165	-20664.25334
PCDE-168	-20555.9749
PCDE-169	-20072.27577
PCDE-171	-22956.22477
PCDE-172	-22577.92016
PCDE-173	-23178.78552
PCDE-175	-22933.0877
PCDE-176	-23188.57635
PCDE-178	-23021.75133
PCDE-179	-23280.01644
PCDE-182	-22672.70042
PCDE-183	-22809.7841
PCDE-184	-23021.93697
PCDE-185	-23025.37959
PCDE-186	-23308.30509
PCDE-188	-23117.03171
PCDE-191	-22468.44281
PCDE-192	-22596.23648
PCDE-193	-22554.87774
PCDE-196	-24717.7165
PCDE-197	-25102.66505
PCDE-198	-25038.33301
PCDE-200	-25308.02434
PCDE-201	-25134.99986
PCDE-202	-25238.97605
PCDE-204	-25133.39065
PCDE-205	-24534.75165
PCDE-207	-27280.70743
PCDE-208	-27314.9886
PCDF-001	-11841.96592
PCDF-002	-11682.85669
PCDF-003	-11670.42665
PCDF-004	-11784.78624
PCDF-005	-13352.40593
PCDF-006	-13281.97886
PCDF-007	-13384.28407
PCDF-008	-13372.3268
PCDF-009	-13257.69553
PCDF-010	-13290.52138
PCDF-011	-13491.70599
PCDF-012	-13181.48226
PCDF-013	-13236.75921
PCDF-014	-13202.60221
PCDF-015	-13082.79517
PCDF-017	-13280.66476
PCDF-018	-13194.57359
PCDF-019	-13068.6689
PCDF-020	-13335.48226
PCDF-021	-14943.16644
PCDF-022	-14986.12122
PCDF-023	-14940.03468
PCDF-024	-14820.00951
PCDF-025	-14859.77923
PCDF-026	-15088.64962
PCDF-027	-14971.94907
PCDF-028	-14874.29051
PCDF-029	-14747.99278
PCDF-030	-14782.55306
PCDF-031	-14997.29174
PCDF-032	-15003.16834
PCDF-033	-14861.81263
PCDF-034	-14890.19211
PCDF-035	-15104.90975
PCDF-036	-14935.78833
PCDF-037	-14912.57683
PCDF-038	-14856.89891
PCDF-039	-14883.41256
PCDF-040	-14763.0985
PCDF-041	-14631.68158
PCDF-042	-14652.83372
PCDF-043	-14845.04849
PCDF-044	-14698.57915
PCDF-045	-14713.58441
PCDF-046	-14750.35591
PCDF-047	-14893.2543
PCDF-048	-14740.69121
PCDF-049	-16724.72419
PCDF-050	-16592.72586
PCDF-051	-16460.98933
PCDF-052	-16502.55493
PCDF-053	-16744.81213
PCDF-054	-16662.34536
PCDF-055	-16515.55082
PCDF-056	-16550.88444
PCDF-057	-16793.32624
PCDF-058	-16555.23847
PCDF-059	-16539.11201
PCDF-060	-16759.24992
PCDF-061	-16478.02838
PCDF-062	-16645.93128
PCDF-063	-16743.7457
PCDF-064	-16652.77589
PCDF-065	-16499.69094
PCDF-066	-16529.71736
PCDF-067	-16757.66138
PCDF-068	-16487.95461
PCDF-069	-16466.5514
PCDF-070	-16672.97227
PCDF-071	-16399.11711
PCDF-072	-16553.14478
PCDF-073	-16628.42979
PCDF-074	-16600.89079
PCDF-075	-16808.41737
PCDF-076	-16518.35566
PCDF-077	-16626.73059
PCDF-078	-16553.56997
PCDF-079	-16395.42631
PCDF-080	-16412.09785
PCDF-081	-16361.00963
PCDF-082	-16326.09712
PCDF-084	-16454.68321
PCDF-085	-16413.61035
PCDF-086	-16501.18746
PCDF-087	-18462.89078
PCDF-088	-18304.30673
PCDF-089	-18341.32051
PCDF-090	-18596.91581
PCDF-091	-18258.06626
PCDF-092	-18243.82632
PCDF-093	-18477.8558
PCDF-094	-18170.9225
PCDF-095	-18352.29734
PCDF-096	-18451.62501
PCDF-097	-18339.38044
PCDF-098	-18318.91157
PCDF-099	-18554.3146
PCDF-100	-18230.93404
PCDF-101	-18413.08929
PCDF-102	-18505.83448
PCDF-103	-18305.00625
PCDF-104	-18463.54015
PCDF-105	-18328.18033
PCDF-106	-18302.33935
PCDF-107	-18523.63532
PCDF-108	-18207.9894
PCDF-109	-18375.91383
PCDF-110	-18230.83575
PCDF-111	-18376.82405
PCDF-112	-18213.33672
PCDF-113	-18173.99286
PCDF-115	-20190.01282
PCDF-116	-20171.30621
PCDF-117	-20420.39192
PCDF-119	-20266.85128
PCDF-120	-20360.97491
PCDF-121	-20059.77347
PCDF-122	-20232.29175
PCDF-123	-20276.15738
PCDF-124	-20209.56532
PCDF-125	-20146.61513
PCDF-126	-20321.10633
PCDF-127	-20358.4122
PCDF-128	-20128.35569
PCDF-129	-20288.99383
PCDF-130	-19984.40664
PCDF-132	-22237.29188
PCDF-133	-22276.04226
PCDF-134	-22181.36581
PCN-00	-6843.78088
PCN-04	-9421.34001
PCN-06	-9491.70537
PCN-07	-9401.42148
PCN-08	-9420.20899
PCN-09	-9560.63885
PCN-10	-9393.50405
PCN-11	-9302.49271
PCN-12	-9306.71448
PCN-14	-10939.59941
PCN-15	-10913.73145
PCN-16	-10811.32973
PCN-17	-10834.25597
PCN-18	-11002.48338
PCN-19	-10874.08046
PCN-20	-10757.11333
PCN-21	-10771.55824
PCN-22	-10923.17949
PCN-23	-11003.91783
PCN-24	-10860.18484
PCN-25	-10842.57602
PCN-26	-10717.14904
PCN-29	-12317.99093
PCN-30	-12336.57518
PCN-31	-12516.05238
PCN-32	-12517.2011
PCN-33	-12361.87803
PCN-35	-12538.02665
PCN-36	-12395.46043
PCN-37	-12360.25427
PCN-38	-12518.30537
PCN-39	-12316.36265
PCN-40	-12424.90543
PCN-41	-12508.08184
PCN-42	-12316.44743
PCN-43	-12458.25639
PCN-44	-12258.15249
PCN-45	-12350.31935
PCN-46	-12589.93073
PCN-47	-12373.40305
PCN-48	-12191.65709
PCN-49	-14202.66692
PCN-51	-13992.81441
PCN-54	-13882.81195
PCN-55	-14002.98445
PCN-56	-14081.4093
PCN-57	-14091.26193
PCN-58	-14035.94007
PCN-59	-14196.50881
PCN-60	-13939.06975
PCN-61	-14052.20717
PCN-62	-14116.29557
PCN-63	-15840.49476
PCN-64	-15781.15337
PCN-65	-15954.70505
PCN-68	-15760.83689
PCN-70	-15719.14382
PCN-72	-15867.24231
PCN-74	-17684.97573
PCN-75	-19566.74938
