Compound Id	V
56770	1.936
11882	1.94
96965	1.942
33198	1.942
12874	1.942
4760	1.942
11434292	1.949
8804	1.954
2246	1.954
8799	1.954
8788	1.954
26286843	1.954
11884	1.955
33407	1.956
36985	1.956
35205	1.956
15637	1.956
82821	1.956
13328	1.956
2654	1.956
3463	1.963
16388	1.971
9797	1.971
34854	1.972
46136	1.972
82736	1.972
56759	1.972
36984	1.972
4745	1.977
3693	1.978
64016	1.978
559096	1.987
4624	1.997
7915	1.999
10292746	2.006
21782117	2.006
33986	2.007
36983	2.007
36986	2.007
45447	2.007
35566	2.007
47916	2.007
46137	2.007
550258	2.007
33985	2.007
10801109	2.012
2003	2.013
4744	2.018
2925	2.025
75956	2.028
62060	2.038
13622	2.038
2975965	2.04
36990	2.042
35912	2.042
45448	2.042
36987	2.042
36988	2.042
26563	2.043
12071	2.043
11671339	2.052
69914	2.052
2927	2.053
69569	2.053
33316	2.058
3548	2.059
12586	2.063
15827	2.065
4575338	2.065
10169	2.073
2908	2.074
62964	2.076
82751	2.078
36989	2.078
11883	2.081
13850879	2.081
16736498	2.082
23977588	2.082
29282	2.083
18941	2.083
8763	2.084
65234	2.088
23101	2.09
26325085	2.092
26325087	2.092
26325088	2.092
35108	2.094
78998	2.095
6057	2.096
3322	2.103
9187483	2.107
16736486	2.128
21429023	2.128
34192	2.129
82822	2.129
5198	2.133
11283	2.137
9053802	2.14
7917	2.14
10035	2.141
12730	2.142
36029	2.145
4777	2.148
3210	2.152
7913	2.156
5660	2.156
35206	2.165
8101973	2.171
4471584	2.175
24142	2.179
5376	2.181
122090	2.188
5678	2.192
6528	2.193
5554	2.199
15484	2.2
4447447	2.206
2928	2.218
9219586	2.223
10652594	2.226
5768	2.228
2271976	2.232
106796	2.232
62632	2.236
4911	2.237
14688	2.24
4444107	2.25
8243	2.256
5553	2.258
14299946	2.263
4380	2.272
13837319	2.274
6524	2.274
11891	2.281
3534	2.282
78828	2.286
5557	2.298
4444553	2.316
10696	2.345
10540	2.363
509179	2.369
5791	2.383
76894	2.395
2075	2.4
2625	2.406
5113	2.409
2581	2.422
66896	2.423
8103122	2.436
960	2.437
5145918	2.438
13849665	2.445
2041618	2.45
8124942	2.452
9088156	2.472
4228778	2.478
6013	2.497
2699	2.524
3584	2.53
5162	2.531
31006	2.536
26325089	2.546
133166	2.559
14348	2.563
67414	2.604
1043	2.628
10784857	2.672
26824	2.676
8520	2.676
83191	2.68
5932	2.68
6002	2.68
11917	2.681
5633	2.689
24722	2.695
56559	2.704
7928	2.704
3216	2.71
3652	2.71
5091	2.719
20545	2.719
10756390	2.736
197564	2.739
5550	2.739
15016	2.745
193441	2.755
5552	2.755
68224	2.764
3438	2.798
5551	2.798
5774	2.821
10162	2.834
72522	2.844
11557190	2.872
5541	2.913
4343	2.92
7929	2.927
10451	2.931
92494	2.962
11898	2.985
2760	3.052
11897	3.068
5542	3.095
92468	3.103
11899	3.208
19232037	3.236
18019	3.263
8521	3.263
4444479	3.268
48085	3.286
4067	3.29
9786472	3.334
12017	3.349
75995	3.376
54833	3.41
10733068	3.42
14021447	3.458
49179	3.463
108106	3.472
15520	3.474
12072	3.49
5775	3.494
10449	3.517
19232038	3.518
21106059	3.522
196288	3.616
4470736	3.62
11900	3.631
18547147	3.659
75662	3.67
29400	3.728
11901	3.772
21105591	3.8
10481872	3.812
65272	3.867
58496	3.883
139025	3.898
11146	3.913
21587143	3.94
4444362	3.965
21105594	3.989
21106058	4.038
26325080	4.045
11902	4.054
21486195	4.103
21106077	4.291
4927801	4.43
10542	4.617
26325081	4.631
11906	5.181
26325082	5.217
6045	5.694
26325083	5.803
26325084	6.39
