Compound Id	WienerNumbers [WPOL]
45445	27.0
36974	27.0
35585	28.0
34848	27.0
84344	28.0
34850	28.0
82819	28.0
56772	27.0
82820	28.0
16415	30.0
56779	28.0
56768	27.0
56777	26.0
84345	28.0
34668	27.0
21429023	45.0
9873	25.0
5139	27.0
2003	43.0
2908	36.0
3463	42.0
10292746	46.0
21782117	46.0
6066	20.0
33316	30.0
16736486	45.0
5551	59.0
8111	21.0
36973	29.0
37744	29.0
46894	29.0
45444	28.0
56769	29.0
56780	28.0
34847	28.0
39406	28.0
35081	27.0
56781	28.0
56771	27.0
4575338	49.0
970	22.0
56774	29.0
82765	28.0
34854	31.0
46136	31.0
82736	30.0
56759	30.0
36984	30.0
5026	23.0
2457	33.0
96965	34.0
33198	34.0
3513	29.0
34853	32.0
37745	32.0
36978	31.0
34190	30.0
34191	31.0
36771	31.0
36710	30.0
56757	31.0
549017	32.0
84347	30.0
56764	31.0
56758	31.0
47914	30.0
56762	32.0
33984	31.0
33983	30.0
11283	27.0
2625	33.0
26325089	41.0
13328	45.0
16736498	48.0
23977588	48.0
3584	42.0
5198	39.0
6593	19.0
82783	32.0
34852	32.0
37000	32.0
37019	31.0
56765	31.0
39198	31.0
82740	33.0
56761	32.0
56756	31.0
56766	31.0
83413	30.0
34851	31.0
36976	31.0
56767	30.0
56763	30.0
35108	34.0
10162	58.0
6842	21.0
15827	38.0
5552	59.0
34859	32.0
84346	32.0
56760	31.0
56755	32.0
33666	30.0
106796	34.0
9187483	27.0
3322	30.0
5768	43.0
54833	49.0
11439687	22.0
4444479	70.0
33986	35.0
36983	35.0
36986	34.0
45447	36.0
35566	35.0
47916	34.0
46137	34.0
550258	34.0
33985	34.0
26286843	31.0
11917	44.0
3841535	28.0
65234	38.0
55075	21.0
34860	35.0
82738	34.0
36982	35.0
36979	34.0
47915	35.0
56783	34.0
36981	34.0
37004	35.0
36980	34.0
56782	35.0
36977	35.0
83414	34.0
84348	36.0
82823	34.0
4624	29.0
26325183	28.0
4444100	33.0
34192	38.0
82822	38.0
6013	39.0
70806	27.0
15520	54.0
8860	21.0
4444107	42.0
36990	39.0
35912	38.0
45448	38.0
36987	38.0
36988	38.0
33407	38.0
36985	39.0
35205	38.0
15637	38.0
82821	38.0
21106058	56.0
31006	41.0
35206	42.0
82751	42.0
36989	42.0
11369	13.0
15484	46.0
5113	63.0
5739	31.0
8816	33.0
8817	32.0
4444102	36.0
4471584	39.0
4444553	41.0
8800	29.0
29153	30.0
8804	38.0
8799	39.0
8788	41.0
4067	55.0
21105591	58.0
6045	109.0
75662	81.0
9219586	39.0
1043	49.0
2246	40.0
29400	83.0
21105594	61.0
5678	41.0
8763	49.0
21106077	66.0
4444362	83.0
